student_id,name,attendance,assignment,quiz,lab,midterm_exam,final_exam
420,Alice Bennett,65,67,22,55,95,71
421,Kerry Lee,91,94,56,56,57,67
422,Dr Joe Reynolds,34,100,57,78,28,56
423,Owen Smith-Watson,84,40,94,85,34,26
424,Declan Cook-Ellis,56,63,80,73,50,38
425,Josephine Bailey,56,94,60,42,49,97
426,Jacob Taylor-Baker,62,41,52,52,86,50
427,Julie Martin,47,56,80,77,96,49
428,Barbara Bailey,33,51,24,52,29,54
429,Holly Jones-Poole,63,72,57,30,36,42
430,Mrs Eileen Morgan,64,23,55,42,45,40
431,Jay Pearson,66,46,71,69,20,34
432,Shaun Webb,96,72,93,28,44,65
433,Dr Anna Wright,65,95,100,65,87,63
434,Peter Wood-Ross,96,59,40,86,25,56
435,Clifford Smart,91,55,49,79,22,98
436,Mrs Sylvia Williams,21,73,57,89,44,43
437,Mitchell Steele,67,57,94,33,86,34
438,Mrs Holly Morgan,63,52,73,58,33,97
439,Diana Edwards,87,76,26,80,33,77
440,Melanie Robinson-Taylor,34,53,55,44,48,33
441,Adrian King,86,23,47,62,31,37
442,Dr Zoe Mitchell,77,25,38,73,71,38
443,Mrs Cheryl Williams,64,81,25,91,53,33
444,Kate Jones,91,92,57,52,77,27
445,Ms Jemma Thomas,28,68,54,86,37,24
446,Leigh Jones,55,98,41,48,51,46
447,Marion Newman-Bray,47,57,77,69,59,96
448,Miss Emma Baker,77,46,30,83,100,45
449,Dr Teresa Ellis,38,38,100,27,34,70
450,Thomas Swift,60,39,22,61,23,47
451,Tina Perry,35,82,62,93,93,35
452,Dr Nicholas Jenkins,42,37,45,47,50,74
453,Tina Pearson,93,57,93,79,72,61
454,Deborah Chapman,78,49,92,98,43,67
455,Roger Storey,97,75,50,98,50,77
456,Ronald Blake,58,84,92,31,47,31
457,Jonathan Edwards-Richardson,48,56,24,45,58,30
458,Amber Benson,29,53,63,80,91,60
459,Lawrence Smith-Evans,94,22,65,83,88,51
460,Carl Pearce,51,62,64,100,78,92
461,Fiona Cunningham,74,69,62,71,93,40
462,Sean Wood,72,49,57,96,64,40
463,Robin Fuller,40,23,61,63,99,93
464,Joanne Lewis,49,27,56,75,87,34
465,Ross Nixon,50,28,41,45,77,27
466,Mr Christian Johnson,39,47,54,74,64,62
467,Mr Raymond Robinson,35,61,45,61,20,51
468,Mr Lawrence Gibson,74,80,61,20,58,49
469,Timothy Bell-Cook,62,100,98,58,23,28
470,Mrs Fiona Oliver,77,30,34,90,63,34
471,Olivia Murray,55,74,39,68,46,56
472,Pauline Booth,46,26,77,92,20,40
473,Ms Amber Fox,79,45,27,76,26,60
474,Geraldine Lewis,98,38,72,93,72,27
475,Dr Russell Wood,74,72,51,96,78,87
476,Mathew Jones,77,58,36,47,35,38
477,Ian Woodward,47,64,87,37,82,29
478,Nicola Fleming,40,71,82,54,27,68
479,Mr Matthew Reed,82,46,62,93,75,97
480,Miss Bethan Taylor,71,47,54,74,98,63
481,Mohammad King,23,52,72,54,89,77
482,Mohammed Allen,92,83,45,85,42,78
483,Brenda Thompson,20,27,23,86,69,28
484,Brandon Price,74,59,41,44,79,96
485,Dr Cheryl Williams,71,88,71,71,43,100
486,Dr Maurice White,57,55,87,71,51,41
487,Martin Davidson,88,27,46,33,41,90
488,Geraldine Ingram,77,72,33,47,70,33
489,Linda Stewart,33,51,32,30,100,83
490,Mr Stanley Matthews,61,76,22,24,82,37
491,Nicholas Anderson,53,79,57,100,26,77
492,Duncan Holden,56,75,29,26,66,40
493,Jacqueline Kaur,87,93,65,57,82,34
494,Jake Smith,89,69,100,75,30,31
495,Miss Lisa Hunter,29,94,37,100,21,42
496,Rhys Baldwin,60,56,61,75,42,78
497,Dr Roy Poole,91,49,49,31,51,79
498,Tony Evans,70,39,28,64,92,43
499,Douglas Carr,63,86,68,85,95,56
500,Miss Mandy Baker,62,76,100,73,59,28
501,Dr Leslie Parry,47,28,86,72,84,25
502,Guy Collins,21,61,41,82,40,68
503,Stephanie Murray,23,62,68,53,99,40
504,Lisa Kemp,33,37,34,63,78,50
505,Marion Khan,42,82,99,85,41,30
506,Dr Karl Buckley,94,94,38,61,52,70
507,Ryan Sanderson,52,20,34,98,58,22
508,Tracy Dunn,90,91,25,83,72,86
509,Jason Smith,33,80,75,59,83,46
510,Bruce Matthews,55,52,98,80,33,60
511,Miss Ann Price,72,29,71,41,57,69
512,Dennis Read,71,62,62,20,86,32
513,Lynn Davies,46,90,42,100,60,98
514,Mrs Lydia Arnold,57,90,82,20,98,45
515,Laura Ahmed,22,25,31,68,43,81
516,Mrs Lucy Dickinson,83,67,98,78,82,35
517,Alex Lewis,30,71,29,100,55,91
518,Dr Liam Ball,62,81,87,100,34,92
519,Dr Abbie Bennett,68,96,65,63,93,21
520,James Brooks,22,28,35,98,78,37
521,Miss Jenna Hill,54,81,82,81,97,90
522,Julian Hicks,58,59,60,82,65,49
523,Jasmine Green,28,76,48,69,73,90
524,Mr Stewart Ryan,92,52,73,55,61,66
525,Craig Taylor,99,51,62,67,60,34
526,Grace Dixon-Watts,73,79,84,27,52,63
527,Jennifer Mason-Hartley,65,28,79,27,34,66
528,Mrs Natasha Carroll,96,24,98,77,23,32
529,Melissa Griffiths,72,39,52,50,99,70
530,Mr Kyle Quinn,50,34,24,77,32,41
531,Heather Walton,42,61,94,59,21,41
532,Bethan Newton,63,78,76,75,21,59
533,Brandon Harris,98,58,93,75,21,45
534,Bradley Davey,22,79,54,28,70,66
535,Alison Walker,24,57,47,83,21,30
536,Antony Andrews-Fitzgerald,99,47,80,60,25,77
537,Gavin Martin,21,56,72,56,92,33
538,Kirsty Tyler,90,33,53,86,99,36
539,Mr Dominic Wood,52,40,44,54,96,80
540,John Richards,72,89,23,30,26,23
541,Mr Colin Reed,31,29,64,87,21,74
542,Tina Norman-Bradley,50,74,32,59,91,40
543,Mr Jordan Bond,21,38,59,33,22,82
544,Dr Laura Thomas,70,23,42,75,51,44
545,Patricia Spencer,99,68,23,25,46,91
546,Ashley Jones,77,83,63,64,27,100
547,Max Townsend,26,77,34,88,25,84
548,Dr Helen Pearson,21,45,74,69,71,70
549,Max Coleman,68,59,100,45,51,92
550,Mr Elliott Fraser,86,87,20,25,30,50
551,Mr Leon Black,30,92,85,51,48,52
552,Mr Louis Taylor,67,75,82,51,40,21
553,Joanne Allen-Palmer,37,22,55,99,52,35
554,Shannon McDonald,35,21,85,76,58,89
555,Glen Perry-Johnston,57,66,96,98,66,27
556,Lesley Hardy,59,99,88,26,54,81
557,Clifford Reynolds,47,94,67,86,48,90
558,Dr Linda Riley,73,73,23,21,82,99
559,Frederick Harrison-Davies,98,25,44,32,88,28
560,Shirley Anderson,50,50,98,57,58,78
561,Lorraine John,32,56,30,33,21,94
562,Lewis Cole,91,23,27,59,44,58
563,Dr Emma Willis,30,30,67,71,68,41
564,Lawrence Flynn,68,58,94,53,82,27
565,Iain Slater,94,88,28,97,81,30
566,Jane Taylor-Reynolds,75,62,84,71,77,64
567,Dr Karl Mahmood,20,63,53,68,24,27
568,Cameron Price,63,100,91,46,74,39
569,Allan Jennings-Smith,53,97,45,64,63,98
570,Mr Declan Smith,46,57,59,84,20,75
571,Yvonne Anderson,62,70,78,82,31,44
572,Dr Ronald West,64,94,49,73,38,38
573,Antony Williams,85,47,87,53,80,94
574,Victoria Alexander-Bradley,38,31,45,73,83,67
575,Rosie Barnes-Howell,45,66,79,68,68,80
576,Ms Amanda Brown,31,96,56,20,23,89
577,Thomas Barrett,57,51,26,38,42,76
578,Sam Wheeler,43,34,62,82,100,54
579,Ashley Lamb,67,28,40,39,46,85
580,Georgia Sharpe,53,95,66,42,75,23
581,Jacob Turnbull-Carroll,48,39,45,90,80,36
582,Miss Kate Howard,53,66,39,20,45,51
583,Brett Wade,46,62,35,42,71,54
584,Andrea Ball-Brown,63,72,84,42,26,87
585,Dr Carl Payne,34,62,23,32,59,76
